Id,SkillTypeBackendName,BackendName,NameAr,NameEn,DescriptionAr,DescriptionEn,DisplayOrder,IsActive
E7426563-79A5-5553-B27D-36FEFE2A255F,TECHNICAL,BIOTECHNOLOGY_METHODS,تقنيات التكنولوجيا الحيوية,Biotechnology Methods,قدرة عملية على تطبيق تقنيات التكنولوجيا الحيوية في السياق المهني.,Practical ability to apply biotechnology methods in a professional context.,40,true
B3D79FA3-06EC-5BC5-AA9D-2957BB3A02BB,TECHNICAL,NANOTECHNOLOGY,تقنية النانو,Nanotechnology,قدرة عملية على تطبيق تقنية النانو في السياق المهني.,Practical ability to apply nanotechnology in a professional context.,41,true
5D0AB1EE-A1AD-54C3-8E96-CEA226131427,TECHNICAL,GENETICS_GENOMICS,علم الوراثة والجينوم,Genetics and Genomics,قدرة عملية على تطبيق علم الوراثة والجينوم في السياق المهني.,Practical ability to apply genetics and genomics in a professional context.,42,true
16191772-1808-58AF-8954-A64EF9161281,TECHNICAL,ENVIRONMENTAL_ASSESSMENT,التقييم البيئي,Environmental Assessment,قدرة عملية على تطبيق التقييم البيئي في السياق المهني.,Practical ability to apply environmental assessment in a professional context.,43,true
40BBA225-183C-565A-8E7C-FE5B59176101,TECHNICAL,FIELD_RESEARCH,البحث الميداني,Field Research,قدرة عملية على تطبيق البحث الميداني في السياق المهني.,Practical ability to apply field research in a professional context.,44,true
E7CC4B08-E82C-5CF2-AC37-8B3835BAE9BB,TECHNICAL,CLINICAL_ASSESSMENT,التقييم السريري,Clinical Assessment,قدرة عملية على تطبيق التقييم السريري في السياق المهني.,Practical ability to apply clinical assessment in a professional context.,45,true
9735BECC-6E6D-5056-A0F9-A3E9724D6B35,TECHNICAL,PATIENT_CARE,رعاية المرضى,Patient Care,قدرة عملية على تطبيق رعاية المرضى في السياق المهني.,Practical ability to apply patient care in a professional context.,46,true
1B6CE8A6-CFAF-51DB-900F-62527A06C173,TECHNICAL,CLINICAL_DOCUMENTATION,التوثيق السريري,Clinical Documentation,قدرة عملية على تطبيق التوثيق السريري في السياق المهني.,Practical ability to apply clinical documentation in a professional context.,47,true
BBADAED0-97E8-5423-AF9D-3B8A46067393,TECHNICAL,PHARMACOLOGY_PRACTICE,الممارسات الدوائية,Pharmacology Practice,قدرة عملية على تطبيق الممارسات الدوائية في السياق المهني.,Practical ability to apply pharmacology practice in a professional context.,48,true
BCADBE23-6C5E-5AED-994D-CE5DCEDE48C4,TECHNICAL,PUBLIC_HEALTH_PROGRAMS,برامج الصحة العامة,Public Health Programs,قدرة عملية على تطبيق برامج الصحة العامة في السياق المهني.,Practical ability to apply public health programs in a professional context.,49,true
16D2540B-EA67-5F97-A72A-A89D366AC701,TECHNICAL,NUTRITION_ASSESSMENT,التقييم الغذائي,Nutrition Assessment,قدرة عملية على تطبيق التقييم الغذائي في السياق المهني.,Practical ability to apply nutrition assessment in a professional context.,50,true
26113841-0762-5EA4-A86B-DB1C767D4F34,TECHNICAL,MEDICAL_LABORATORY,المختبرات الطبية,Medical Laboratory Practice,قدرة عملية على تطبيق المختبرات الطبية في السياق المهني.,Practical ability to apply medical laboratory practice in a professional context.,51,true
E59CB954-8671-516F-A29C-74FDA45A2B60,TECHNICAL,INFECTION_CONTROL,مكافحة العدوى,Infection Control,قدرة عملية على تطبيق مكافحة العدوى في السياق المهني.,Practical ability to apply infection control in a professional context.,52,true
01156E93-32D6-5C7F-B637-D7499FABF404,TECHNICAL,HEALTHCARE_QUALITY,جودة الرعاية الصحية,Healthcare Quality,قدرة عملية على تطبيق جودة الرعاية الصحية في السياق المهني.,Practical ability to apply healthcare quality in a professional context.,53,true
2DFCC316-C8A2-5DD9-A3A7-B1F20C2A773F,TECHNICAL,VETERINARY_CARE,الرعاية البيطرية,Veterinary Care,قدرة عملية على تطبيق الرعاية البيطرية في السياق المهني.,Practical ability to apply veterinary care in a professional context.,54,true
BFB88B12-E9F4-559F-92CA-736B756DAD7E,TECHNICAL,OPTOMETRY,البصريات وقياس النظر,Optometry,قدرة عملية على تطبيق البصريات وقياس النظر في السياق المهني.,Practical ability to apply optometry in a professional context.,55,true
91B4DE69-3A81-54FF-B3E1-BD20CCE4B7F3,TECHNICAL,ACCOUNTING,المحاسبة,Accounting,قدرة عملية على تطبيق المحاسبة في السياق المهني.,Practical ability to apply accounting in a professional context.,56,true
298ECAA6-8D68-500B-809A-C0054177182F,TECHNICAL,FINANCIAL_ANALYSIS,التحليل المالي,Financial Analysis,قدرة عملية على تطبيق التحليل المالي في السياق المهني.,Practical ability to apply financial analysis in a professional context.,57,true
65FDC6AF-2E30-55E7-B96C-5F132D010070,TECHNICAL,AUDITING,التدقيق,Auditing,قدرة عملية على تطبيق التدقيق في السياق المهني.,Practical ability to apply auditing in a professional context.,58,true
3DD6F95E-B3D6-5A47-B2E9-018E8127BE6F,TECHNICAL,MARKET_RESEARCH,بحوث السوق,Market Research,قدرة عملية على تطبيق بحوث السوق في السياق المهني.,Practical ability to apply market research in a professional context.,59,true
E3748F20-EA0C-5DFC-880D-E844C1C0DFA4,TECHNICAL,DIGITAL_MARKETING,التسويق الرقمي,Digital Marketing,قدرة عملية على تطبيق التسويق الرقمي في السياق المهني.,Practical ability to apply digital marketing in a professional context.,60,true
ACFB10F6-55C3-5171-8508-C53D2C43BFD5,TECHNICAL,HUMAN_RESOURCES_MANAGEMENT,إدارة الموارد البشرية,Human Resources Management,قدرة عملية على تطبيق إدارة الموارد البشرية في السياق المهني.,Practical ability to apply human resources management in a professional context.,61,true
574B6860-90FF-5F85-92C8-738CF4D3B860,TECHNICAL,RECRUITMENT_SELECTION,الاستقطاب والاختيار,Recruitment and Selection,قدرة عملية على تطبيق الاستقطاب والاختيار في السياق المهني.,Practical ability to apply recruitment and selection in a professional context.,62,true
49DAB749-146B-5C26-B601-6AAAFFB352D0,TECHNICAL,SALES_MANAGEMENT,إدارة المبيعات,Sales Management,قدرة عملية على تطبيق إدارة المبيعات في السياق المهني.,Practical ability to apply sales management in a professional context.,63,true
8575A2A5-E6A8-581E-AE63-E70E59B62445,TECHNICAL,ENTREPRENEURSHIP,ريادة الأعمال,Entrepreneurship,قدرة عملية على تطبيق ريادة الأعمال في السياق المهني.,Practical ability to apply entrepreneurship in a professional context.,64,true
21EEE5AF-63E7-5956-907D-197FCDC51029,TECHNICAL,ECONOMIC_ANALYSIS,التحليل الاقتصادي,Economic Analysis,قدرة عملية على تطبيق التحليل الاقتصادي في السياق المهني.,Practical ability to apply economic analysis in a professional context.,65,true
7B83FA34-3806-55F4-9045-2190C1D86CAC,TECHNICAL,TEACHING,التدريس,Teaching,قدرة عملية على تطبيق التدريس في السياق المهني.,Practical ability to apply teaching in a professional context.,66,true
13D36D6D-1079-5B57-A3B2-DCB55B9AE440,TECHNICAL,CURRICULUM_DEVELOPMENT,تطوير المناهج,Curriculum Development,قدرة عملية على تطبيق تطوير المناهج في السياق المهني.,Practical ability to apply curriculum development in a professional context.,67,true
0A4E165B-34C4-55CB-841A-0CED1D43C52B,TECHNICAL,STUDENT_ASSESSMENT,تقييم الطلبة,Student Assessment,قدرة عملية على تطبيق تقييم الطلبة في السياق المهني.,Practical ability to apply student assessment in a professional context.,68,true
24013150-F3D6-5931-87D0-5F19957E52C1,TECHNICAL,CLASSROOM_MANAGEMENT,إدارة الصف,Classroom Management,قدرة عملية على تطبيق إدارة الصف في السياق المهني.,Practical ability to apply classroom management in a professional context.,69,true
87A3F247-0CCE-52C3-A4BA-B6AC97B54956,TECHNICAL,INSTRUCTIONAL_DESIGN,التصميم التعليمي,Instructional Design,قدرة عملية على تطبيق التصميم التعليمي في السياق المهني.,Practical ability to apply instructional design in a professional context.,70,true
11539C1B-E8FE-5307-A47F-7D4E630290E1,TECHNICAL,LEGAL_RESEARCH,البحث القانوني,Legal Research,قدرة عملية على تطبيق البحث القانوني في السياق المهني.,Practical ability to apply legal research in a professional context.,71,true
C03E226C-B74E-5D60-936B-BDFAFEE27794,TECHNICAL,LEGAL_DRAFTING,الصياغة القانونية,Legal Drafting,قدرة عملية على تطبيق الصياغة القانونية في السياق المهني.,Practical ability to apply legal drafting in a professional context.,72,true
9859B0B0-1072-51E5-B047-0C3766119C86,TECHNICAL,CASE_ANALYSIS,تحليل القضايا,Case Analysis,قدرة عملية على تطبيق تحليل القضايا في السياق المهني.,Practical ability to apply case analysis in a professional context.,73,true
0B55D411-6C75-5C3A-9E6A-22CE8E10C504,TECHNICAL,REGULATORY_COMPLIANCE,الامتثال التنظيمي,Regulatory Compliance,قدرة عملية على تطبيق الامتثال التنظيمي في السياق المهني.,Practical ability to apply regulatory compliance in a professional context.,74,true
607E1A7E-1F45-5641-A066-CB3623A68049,TECHNICAL,MEDIATION_ARBITRATION,الوساطة والتحكيم,Mediation and Arbitration,قدرة عملية على تطبيق الوساطة والتحكيم في السياق المهني.,Practical ability to apply mediation and arbitration in a professional context.,75,true
DCA4C2CD-B407-5BE9-A017-5782761BFAD1,TECHNICAL,SOCIAL_RESEARCH,البحث الاجتماعي,Social Research,قدرة عملية على تطبيق البحث الاجتماعي في السياق المهني.,Practical ability to apply social research in a professional context.,76,true
814A6AE9-A388-5C24-94EB-0B683B72BD55,TECHNICAL,COUNSELING,الإرشاد,Counseling,قدرة عملية على تطبيق الإرشاد في السياق المهني.,Practical ability to apply counseling in a professional context.,77,true
830119E3-52C1-504E-947A-B6C21961DF09,TECHNICAL,SOCIAL_CASE_MANAGEMENT,إدارة الحالات الاجتماعية,Social Case Management,قدرة عملية على تطبيق إدارة الحالات الاجتماعية في السياق المهني.,Practical ability to apply social case management in a professional context.,78,true
A1E62B67-2D88-555E-A8AE-BCFC3FA368E6,TECHNICAL,PUBLIC_POLICY,السياسات العامة,Public Policy,قدرة عملية على تطبيق السياسات العامة في السياق المهني.,Practical ability to apply public policy in a professional context.,79,true
26644F4D-2702-506B-89FC-7FB7AEE27169,TECHNICAL,INTERNATIONAL_RELATIONS,العلاقات الدولية,International Relations,قدرة عملية على تطبيق العلاقات الدولية في السياق المهني.,Practical ability to apply international relations in a professional context.,80,true
90145C7A-DE9D-56A7-8F89-16752086CCEF,TECHNICAL,ARCHIVAL_RESEARCH,البحث الأرشيفي,Archival Research,قدرة عملية على تطبيق البحث الأرشيفي في السياق المهني.,Practical ability to apply archival research in a professional context.,81,true
A3522174-A754-5694-9455-08DA7FF12C1D,TECHNICAL,HERITAGE_DOCUMENTATION,توثيق التراث,Heritage Documentation,قدرة عملية على تطبيق توثيق التراث في السياق المهني.,Practical ability to apply heritage documentation in a professional context.,82,true
6FC32F34-560D-50FA-8709-7D8E3FA30AA8,TECHNICAL,RELIGIOUS_STUDIES_RESEARCH,البحث في الدراسات الدينية,Religious Studies Research,قدرة عملية على تطبيق البحث في الدراسات الدينية في السياق المهني.,Practical ability to apply religious studies research in a professional context.,83,true
0DC77F16-5BAB-5970-8BCF-197FD2961D4A,TECHNICAL,JOURNALISM,الصحافة,Journalism,قدرة عملية على تطبيق الصحافة في السياق المهني.,Practical ability to apply journalism in a professional context.,84,true
1BB9B66E-EE45-5CE4-88C7-0AB2ABD2CE35,TECHNICAL,MEDIA_PRODUCTION,الإنتاج الإعلامي,Media Production,قدرة عملية على تطبيق الإنتاج الإعلامي في السياق المهني.,Practical ability to apply media production in a professional context.,85,true
C3E06A0B-0271-5958-873F-314F3259CC3F,TECHNICAL,EDITING_PUBLISHING,التحرير والنشر,Editing and Publishing,قدرة عملية على تطبيق التحرير والنشر في السياق المهني.,Practical ability to apply editing and publishing in a professional context.,86,true
51F6F9A5-B839-5F05-885D-9286E1657DEB,TECHNICAL,PUBLIC_RELATIONS,العلاقات العامة,Public Relations,قدرة عملية على تطبيق العلاقات العامة في السياق المهني.,Practical ability to apply public relations in a professional context.,87,true
9DD3A8C3-8998-5179-AFD4-B2A26519205F,TECHNICAL,HOSPITALITY_OPERATIONS,عمليات الضيافة,Hospitality Operations,قدرة عملية على تطبيق عمليات الضيافة في السياق المهني.,Practical ability to apply hospitality operations in a professional context.,88,true
23C3DD29-8FF9-52F4-BCDE-625910E26020,TECHNICAL,FOOD_SAFETY,سلامة الغذاء,Food Safety,قدرة عملية على تطبيق سلامة الغذاء في السياق المهني.,Practical ability to apply food safety in a professional context.,89,true
85F03BA7-D75F-5942-BAE9-9563960FF757,TECHNICAL,CULINARY_OPERATIONS,عمليات الطهي,Culinary Operations,قدرة عملية على تطبيق عمليات الطهي في السياق المهني.,Practical ability to apply culinary operations in a professional context.,90,true
F71D7F0B-C85D-5E7B-AB6A-48E3AD21E9F7,TECHNICAL,EVENT_MANAGEMENT,إدارة الفعاليات,Event Management,قدرة عملية على تطبيق إدارة الفعاليات في السياق المهني.,Practical ability to apply event management in a professional context.,91,true
8E5DC24A-BA92-5148-A24B-DB9071B2D14E,TECHNICAL,TOURISM_OPERATIONS,عمليات السياحة,Tourism Operations,قدرة عملية على تطبيق عمليات السياحة في السياق المهني.,Practical ability to apply tourism operations in a professional context.,92,true
CC6492AA-6355-5F81-9168-6848E61B1741,TECHNICAL,AGRICULTURAL_PRODUCTION,الإنتاج الزراعي,Agricultural Production,قدرة عملية على تطبيق الإنتاج الزراعي في السياق المهني.,Practical ability to apply agricultural production in a professional context.,93,true
4F81E34C-B89D-5234-9AC9-838435CBB75D,TECHNICAL,PLANT_SCIENCE,علوم النبات,Plant Science,قدرة عملية على تطبيق علوم النبات في السياق المهني.,Practical ability to apply plant science in a professional context.,94,true
0397B079-047B-5948-BFE3-744E046A8405,TECHNICAL,ANIMAL_CARE,رعاية الحيوان,Animal Care,قدرة عملية على تطبيق رعاية الحيوان في السياق المهني.,Practical ability to apply animal care in a professional context.,95,true
C33E50FA-5564-5C42-9AE8-C182186B8AF4,TECHNICAL,FORESTRY_MANAGEMENT,إدارة الغابات,Forestry Management,قدرة عملية على تطبيق إدارة الغابات في السياق المهني.,Practical ability to apply forestry management in a professional context.,96,true
5ED02E30-3943-5CEA-9F7B-50B2E55FA33B,TECHNICAL,FOOD_PRODUCTION,إنتاج الغذاء,Food Production,قدرة عملية على تطبيق إنتاج الغذاء في السياق المهني.,Practical ability to apply food production in a professional context.,97,true
AE812A14-BB34-5DC0-8BC8-5CB20831C565,TECHNICAL,SECURITY_OPERATIONS,العمليات الأمنية,Security Operations,قدرة عملية على تطبيق العمليات الأمنية في السياق المهني.,Practical ability to apply security operations in a professional context.,98,true
A5CE2504-E4E2-5B09-95E8-1941CC47628C,TECHNICAL,EMERGENCY_MANAGEMENT,إدارة الطوارئ,Emergency Management,قدرة عملية على تطبيق إدارة الطوارئ في السياق المهني.,Practical ability to apply emergency management in a professional context.,99,true
F550CE4E-57AB-5673-AF14-F1C8BB5B63F5,TECHNICAL,INVESTIGATION,التحقيق,Investigation,قدرة عملية على تطبيق التحقيق في السياق المهني.,Practical ability to apply investigation in a professional context.,100,true
AC7EE3AB-031B-5290-A83F-16D07B6F5903,TECHNICAL,THREAT_ASSESSMENT,تقييم التهديدات,Threat Assessment,قدرة عملية على تطبيق تقييم التهديدات في السياق المهني.,Practical ability to apply threat assessment in a professional context.,101,true
